日付,曜日,特定日,98番台,,,,,,,,,99番台,,,,,,,,,100番台,,,,,,,,,101番台,,,,,,,,,102番台,,,,,,,,,103番台,,,,,,,,,104番台,,,,,,,,,105番台,,,,,,,,,132番台,,,,,,,,,133番台,,,,,,,,,135番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-04-08,水,いいえ,+162,"3,086",12,9,1/147,-,3.37,19,10.0,"+1,361","6,777",31,18,1/138,-,2.95,28,9.0,+571,"2,749",12,9,1/131,-,3.73,40,12.0,+321,"2,636",12,5,1/155,-,2.65,6,-,"-1,336","1,757",2,3,1/351,-,2.59,41,1.0,-539,"1,677",4,5,1/186,-,3.36,9,2.0,+913,"3,798",18,10,1/136,-,3.14,7,1.0,"-1,365","3,302",7,9,1/206,-,2.96,42,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-07,火,いいえ,"-1,057","1,159",1,1,1/580,-,2.57,27,2.0,+458,"3,725",17,7,1/155,-,2.38,46,15.0,-536,"1,675",4,5,1/186,-,3.36,58,12.0,"-1,902","2,512",3,4,1/359,-,2.25,9,4.0,-306,749,2,1,1/250,-,3.03,25,3.0,"+3,136","4,912",26,26,1/94,-,5.34,5,-,-408,"1,875",7,1,1/234,-,2.16,22,13.0,+194,"3,699",12,17,1/128,-,4.77,31,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-06,月,いいえ,-711,954,1,2,1/318,-,3.09,12,7.0,"+1,419","6,566",26,29,1/119,-,5.10,50,3.0,-20,"2,083",8,5,1/160,-,3.06,56,6.0,"+1,142","3,338",19,4,1/145,-,2.08,5,-,"-1,792","2,164",1,6,1/309,-,3.02,18,5.0,+36,964,4,2,1/161,-,3.19,12,7.0,-735,"1,710",3,6,1/190,-,3.60,13,1.0,-452,"1,109",2,4,1/185,-,3.61,47,29.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-05,日,はい,"+2,536","7,348",38,19,1/129,-,2.93,6,2.0,-746,"3,129",9,8,1/184,-,2.91,94,43.0,+583,"3,028",13,10,1/132,-,3.77,50,35.0,+276,"2,225",11,2,1/171,-,2.22,11,3.0,-499,"3,134",10,8,1/174,-,2.94,4,-,-205,"3,823",16,4,1/191,-,1.78,15,4.0,-336,"3,000",10,8,1/167,-,3.08,8,2.0,+621,"3,302",16,6,1/150,-,2.45,51,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-04,土,いいえ,"-2,305","3,580",5,8,1/275,-,2.39,14,3.0,"-1,694","4,824",13,9,1/219,-,1.99,96,15.0,-910,"4,129",12,11,1/180,-,2.89,69,54.0,"+1,082","6,976",32,15,1/148,-,2.19,15,1.0,"+3,433","7,807",38,34,1/108,-,5.24,0,-,+531,"8,562",29,37,1/130,-,5.14,11,11.0,"+3,344","7,561",38,30,1/111,-,4.99,0,-,-292,"4,454",16,11,1/165,-,2.72,81,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-03,金,いいえ,+618,"4,489",19,13,1/140,-,3.34,5,3.0,"-1,322","3,732",10,7,1/220,-,2.20,95,14.0,-949,"1,886",3,6,1/210,-,3.40,69,46.0,+746,"6,273",25,21,1/136,-,3.97,17,7.0,"+1,385","3,986",20,12,1/125,-,3.61,2,-,-731,"3,676",9,15,1/153,-,4.32,23,6.0,"+1,087","4,825",24,9,1/146,-,2.21,10,5.0,-471,596,1,0,1/596,-,2.84,81,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-02,木,はい,"+1,155","6,113",27,18,1/136,-,3.42,4,-,-251,863,2,3,1/173,-,3.56,58,37.0,-735,"3,297",11,5,1/206,-,2.11,63,5.0,+74,"4,600",17,14,1/148,-,3.45,13,9.0,-35,734,3,1,1/184,-,3.09,4,-,"+2,596","6,944",34,25,1/118,-,4.54,20,7.0,+148,"4,796",19,12,1/155,-,2.77,21,1.0,-129,"1,020",4,1,1/204,-,2.81,74,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-04-01,水,いいえ,+428,"2,916",13,7,1/146,-,2.98,22,20.0,-311,"4,261",15,11,1/164,-,2.86,57,8.0,-138,"1,604",6,3,1/178,-,2.88,47,9.0,-84,"1,431",5,4,1/159,-,3.35,31,9.0,+127,"4,171",14,17,1/135,-,4.50,2,-,-173,"2,914",11,6,1/171,-,2.63,49,2.0,-455,"1,945",6,4,1/195,-,2.83,38,7.0,-627,885,1,2,1/295,-,3.17,81,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-31,火,いいえ,+297,"2,753",14,1,1/184,-,1.81,43,6.0,-66,"1,833",7,4,1/167,-,2.98,45,2.0,"-1,090","2,468",6,4,1/247,-,2.36,19,17.0,-61,"2,565",9,8,1/151,-,3.51,28,4.0,+223,"3,564",13,13,1/137,-,4.06,2,-,-134,"1,312",5,2,1/187,-,2.85,24,5.0,+205,"2,026",9,4,1/156,-,2.85,37,9.0,"-1,023","1,996",4,4,1/250,-,2.71,83,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-30,月,いいえ,+464,"2,341",10,8,1/130,-,3.79,56,18.0,-856,"1,570",3,3,1/262,-,2.81,32,10.0,+65,"4,417",18,9,1/164,-,2.34,11,4.0,-311,833,2,2,1/208,-,3.27,18,7.0,+711,"5,468",21,21,1/130,-,4.51,7,-,+599,"3,928",17,11,1/140,-,3.26,22,4.0,-421,"2,622",9,5,1/187,-,2.56,38,6.0,-503,"1,488",4,3,1/213,-,2.93,66,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-29,日,いいえ,-32,"4,128",17,7,1/172,-,2.11,58,4.0,"-1,213","3,722",10,8,1/207,-,2.42,29,10.0,+451,"6,051",22,23,1/134,-,4.50,19,7.0,-280,"1,384",4,4,1/173,-,3.37,8,-,"+1,952","7,603",35,24,1/129,-,3.84,12,4.0,-253,785,2,2,1/196,-,3.32,43,14.0,+683,"3,539",17,7,1/147,-,2.53,19,7.0,-313,675,2,0,1/338,-,2.80,54,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-28,土,いいえ,+90,"5,421",21,14,1/155,-,2.80,63,10.0,"-1,322","2,899",6,7,1/223,-,2.75,25,12.0,"-1,225","3,941",11,8,1/207,-,2.28,36,8.0,+331,"4,069",17,10,1/151,-,2.84,3,-,"+1,271","6,994",29,25,1/130,-,4.38,13,10.0,-721,"2,532",7,6,1/195,-,2.86,42,6.0,-153,"5,381",21,11,1/168,-,2.17,53,11.0,-13,"5,426",21,13,1/160,-,2.55,28,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-27,金,いいえ,"-1,080","2,043",4,4,1/255,-,2.66,57,14.0,"+2,556","5,633",31,16,1/120,-,3.48,15,15.0,-639,"2,753",8,7,1/184,-,2.96,16,1.0,"+1,942","5,159",24,22,1/112,-,4.92,0,-,-259,213,0,0,-,-,3.24,18,2.0,-828,"5,694",16,21,1/154,-,4.19,27,1.0,-645,"1,028",2,1,1/343,-,2.73,43,16.0,-207,"2,237",8,5,1/172,-,2.90,26,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-26,木,いいえ,-963,"1,450",2,3,1/290,-,2.90,36,7.0,-253,705,2,1,1/235,-,3.08,17,1.0,+281,"5,677",18,27,1/126,-,5.13,7,-,-194,577,2,0,1/289,-,2.90,13,6.0,-656,"1,902",5,4,1/211,-,2.84,16,3.0,-349,"2,274",8,4,1/190,-,2.58,24,7.0,-636,"2,063",7,1,1/258,-,2.03,29,5.0,-782,"1,797",4,4,1/225,-,2.91,17,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-25,水,はい,"-1,049","1,441",2,2,1/360,-,2.61,29,16.0,+13,"6,189",24,15,1/159,-,2.51,12,2.0,"+1,273","7,058",32,18,1/141,-,2.75,13,1.0,-426,"1,952",5,7,1/163,-,3.72,12,2.0,+437,"3,068",13,9,1/139,-,3.42,13,1.0,"+4,248","6,174",33,35,1/91,-,5.47,10,4.0,-482,"2,415",7,7,1/173,-,3.29,13,1.0,-234,769,2,2,1/192,-,3.34,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-24,火,いいえ,"-1,044","3,423",10,6,1/214,-,2.20,15,9.0,+269,"2,262",10,5,1/151,-,2.95,21,2.0,-113,"1,903",6,7,1/146,-,3.81,28,7.0,+281,"2,651",10,10,1/133,-,4.05,1,-,-675,"3,022",8,10,1/168,-,3.59,19,4.0,-504,"1,040",3,0,1/347,-,2.47,53,25.0,+347,"4,695",17,18,1/134,-,4.38,6,1.0,+140,"4,098",16,11,1/152,-,3.06,5,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-23,月,いいえ,+402,"6,060",23,20,1/141,-,3.85,7,-,-960,"1,496",3,1,1/374,-,2.33,37,10.0,-107,585,2,1,1/195,-,3.22,18,4.0,"+3,307","7,032",38,23,1/115,-,4.19,9,2.0,-242,408,1,0,1/408,-,3.05,14,2.0,-521,638,1,0,1/638,-,2.80,27,9.0,+368,"3,285",13,11,1/137,-,3.79,12,3.0,+30,"8,704",30,31,1/143,-,4.31,9,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-22,日,はい,-944,"2,667",6,8,1/191,-,3.28,14,1.0,"-1,145","2,722",7,4,1/247,-,2.20,30,14.0,-196,"3,430",13,7,1/172,-,2.50,9,-,+633,"3,035",14,8,1/138,-,3.19,16,2.0,+211,"7,707",29,23,1/148,-,3.32,13,4.0,-579,974,2,1,1/325,-,2.79,16,2.0,-253,"3,796",13,11,1/158,-,3.25,13,4.0,"+1,242","5,385",25,15,1/135,-,3.23,14,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-21,土,いいえ,"+2,186","5,490",30,13,1/128,-,2.77,12,2.0,-344,"2,847",10,6,1/178,-,2.66,14,2.0,"+1,703","8,625",37,29,1/131,-,4.17,9,-,"+1,006","2,905",16,5,1/138,-,2.53,26,7.0,"+1,736","7,924",33,31,1/124,-,4.86,10,1.0,+133,"3,478",13,11,1/145,-,3.59,12,2.0,+227,"4,203",18,8,1/162,-,2.28,18,4.0,-602,"7,957",22,36,1/137,-,5.15,19,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-20,金,いいえ,+419,"6,574",24,24,1/137,-,4.36,17,7.0,"+2,606","8,023",35,36,1/113,-,5.28,10,-,+208,"5,178",18,20,1/136,-,4.45,19,1.0,"-1,130","4,887",14,13,1/181,-,2.79,34,2.0,-147,"1,788",8,0,1/224,-,2.04,18,1.0,-303,"5,008",19,10,1/173,-,2.17,32,13.0,-340,"1,690",6,2,1/211,-,2.51,18,1.0,+908,"6,796",27,24,1/133,-,4.27,17,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-19,木,いいえ,-473,966,2,2,1/242,-,3.11,19,1.0,"+3,062","7,168",35,30,1/110,-,5.10,16,3.0,-35,"1,599",6,4,1/160,-,3.20,25,6.0,-863,"1,159",1,3,1/290,-,3.18,18,2.0,-385,894,2,2,1/224,-,3.20,13,6.0,+279,"6,946",26,22,1/145,-,3.65,7,-,+967,"3,177",16,8,1/132,-,3.12,7,-,+22,"6,401",17,36,1/121,-,5.38,33,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-18,水,いいえ,+422,"4,473",17,16,1/136,-,4.11,21,4.0,-666,917,1,2,1/306,-,3.13,31,3.0,-472,"1,879",6,3,1/209,-,2.61,22,1.0,"+2,554","4,832",26,19,1/107,-,4.71,5,-,+894,"2,674",11,14,1/107,-,4.89,6,1.0,-457,"2,315",7,6,1/178,-,3.08,8,2.0,+744,"2,815",13,9,1/128,-,3.70,17,9.0,-295,323,0,1,1/323,-,3.45,28,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-17,火,いいえ,-208,"2,863",11,5,1/179,-,2.42,32,6.0,-444,942,2,2,1/236,-,3.14,26,9.0,"+1,749","6,937",31,24,1/126,-,4.28,9,1.0,-513,999,2,2,1/250,-,3.08,17,8.0,-150,"1,405",5,3,1/176,-,3.06,17,8.0,+727,"1,933",11,3,1/138,-,2.73,8,-,-766,"1,753",5,1,1/292,-,2.19,33,1.0,-719,"1,169",2,2,1/292,-,2.89,26,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-16,月,いいえ,-363,"1,164",3,3,1/194,-,3.25,27,4.0,-320,"8,402",31,21,1/162,-,2.41,23,5.0,"+2,347","3,610",22,12,1/106,-,4.06,18,1.0,-333,"1,476",5,2,1/211,-,2.68,8,-,-763,"1,990",5,4,1/221,-,2.75,10,2.0,+34,"4,074",17,7,1/170,-,2.14,17,3.0,+29,"1,515",7,1,1/189,-,2.44,33,6.0,-212,960,3,2,1/192,-,3.16,14,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-15,日,はい,-880,"1,381",2,3,1/276,-,2.97,21,8.0,"+1,449","7,952",32,31,1/126,-,4.82,13,8.0,"-2,131","3,100",3,9,1/258,-,3.02,29,6.0,-511,629,1,0,1/629,-,2.81,5,5.0,"+2,038","7,227",32,28,1/120,-,4.80,0,-,-261,"1,754",7,1,1/219,-,2.24,22,1.0,-906,"3,101",9,6,1/207,-,2.41,23,1.0,+607,"5,603",22,19,1/137,-,3.99,13,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-14,土,いいえ,+651,"5,712",25,13,1/150,-,2.45,13,3.0,-65,"4,378",15,15,1/146,-,3.87,20,7.0,-612,"2,699",9,4,1/208,-,2.26,10,2.0,"+2,272","4,842",28,11,1/124,-,2.76,6,-,+203,"8,273",29,30,1/140,-,4.40,6,-,"-1,167","1,698",2,4,1/283,-,2.94,24,4.0,+668,"3,215",15,8,1/140,-,3.04,8,2.0,-540,"2,800",9,6,1/187,-,2.67,20,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-13,金,いいえ,+728,"2,877",14,7,1/137,-,3.05,12,3.0,-30,"3,453",13,9,1/157,-,3.02,20,2.0,+88,"1,737",6,7,1/134,-,3.99,7,-,+71,"4,252",18,7,1/170,-,2.05,18,1.0,-370,513,1,0,1/513,-,2.93,14,2.0,"+5,870","5,480",38,30,1/81,-,5.47,14,2.0,+103,"1,117",5,2,1/160,-,3.06,17,3.0,-228,"4,241",16,9,1/170,-,2.41,9,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-12,木,はい,-679,"1,921",5,4,1/213,-,2.82,13,3.0,+499,"3,017",13,9,1/137,-,3.48,19,5.0,-219,"1,302",5,1,1/217,-,2.56,14,1.0,"+1,767","7,144",29,32,1/117,-,5.19,35,9.0,"+6,165","7,880",48,37,1/93,-,5.44,10,9.0,+714,"2,232",12,4,1/140,-,2.75,41,6.0,-366,"1,375",4,3,1/196,-,3.05,26,7.0,"+1,679","6,387",30,19,1/130,-,3.53,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-11,水,いいえ,+484,"4,040",19,6,1/162,-,2.02,11,5.0,-547,659,1,0,1/659,-,2.78,27,5.0,"+2,365","7,023",35,21,1/125,-,3.63,6,4.0,+962,"3,101",16,7,1/135,-,2.90,64,18.0,-298,454,1,0,1/454,-,3.00,27,5.0,-387,"1,024",3,1,1/256,-,2.77,46,19.0,-232,191,0,0,-,-,3.27,22,11.0,-190,"3,102",8,16,1/129,-,4.88,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-10,火,いいえ,-131,"2,751",10,7,1/162,-,3.04,12,1.0,-178,"3,269",10,13,1/142,-,4.24,19,1.0,-125,311,1,0,1/311,-,3.17,11,10.0,+525,"4,100",16,15,1/132,-,4.17,69,42.0,+990,"6,715",30,16,1/146,-,2.50,27,6.0,-742,691,0,1,1/691,-,3.02,18,6.0,"-1,164","1,327",1,2,1/442,-,2.69,21,2.0,+765,"1,020",6,5,1/93,-,4.17,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-09,月,いいえ,-202,"3,018",11,7,1/168,-,2.81,4,-,+781,"4,355",19,13,1/136,-,3.48,10,3.0,+37,"3,637",13,12,1/145,-,3.71,10,3.0,"-1,218","1,997",4,2,1/333,-,2.21,92,48.0,+8,"2,029",9,2,1/184,-,2.31,44,32.0,+820,"6,389",27,18,1/142,-,3.16,7,3.0,"+1,196","2,780",15,8,1/121,-,3.51,12,2.0,-715,"2,607",7,7,1/186,-,3.08,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-08,日,いいえ,+421,"4,252",19,8,1/157,-,2.27,3,1.0,"+1,290","5,363",27,10,1/145,-,2.13,29,10.0,+487,"6,469",23,26,1/132,-,4.75,9,6.0,"-1,068","3,235",9,6,1/216,-,2.31,72,11.0,-428,"3,413",12,7,1/180,-,2.48,61,32.0,"-1,457","2,225",3,5,1/278,-,2.74,19,7.0,"+1,748","4,600",24,13,1/124,-,3.41,12,3.0,+50,"6,141",22,20,1/146,-,3.75,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-07,土,いいえ,+458,"6,479",26,18,1/147,-,3.05,2,2.0,"-1,289","1,510",1,3,1/378,-,2.80,53,39.0,-6,"8,893",30,33,1/141,-,4.53,11,9.0,"-1,455","4,627",13,9,1/210,-,2.09,69,10.0,-137,"2,357",10,2,1/196,-,2.11,59,6.0,-26,"5,596",21,15,1/155,-,2.90,13,2.0,-375,"1,511",5,2,1/216,-,2.65,14,1.0,"+2,122","8,231",36,31,1/123,-,4.75,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-06,金,いいえ,"+1,319","6,089",26,22,1/127,-,4.38,5,2.0,-519,"3,599",11,11,1/164,-,3.38,18,2.0,-927,"1,132",1,2,1/377,-,2.89,10,2.0,"-2,004","3,829",7,9,1/239,-,2.49,58,40.0,-435,"2,505",8,6,1/179,-,2.92,63,5.0,-468,"2,612",8,7,1/174,-,3.11,8,3.0,"+1,092","2,626",15,5,1/131,-,2.76,16,6.0,"+1,707","2,248",16,4,1/112,-,2.88,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-05,木,はい,-180,"1,718",6,4,1/172,-,3.07,8,3.0,+48,"4,222",17,9,1/162,-,2.45,17,9.0,"+1,045","1,654",9,8,1/97,-,4.44,5,-,"-1,648","2,622",3,8,1/238,-,3.22,43,16.0,-193,"3,170",11,9,1/159,-,3.24,59,16.0,+687,"2,671",14,4,1/148,-,2.42,8,3.0,-563,881,2,0,1/441,-,2.59,27,10.0,"+1,443","6,196",27,22,1/126,-,4.32,8,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-04,水,いいえ,"+2,086","9,299",36,44,1/116,-,5.38,5,-,-61,755,3,1,1/189,-,3.07,27,5.0,"+1,095","6,930",28,25,1/131,-,4.40,10,5.0,"-1,020","1,417",2,2,1/354,-,2.64,20,3.0,-300,"2,970",10,8,1/165,-,3.11,55,28.0,"+2,004","5,702",28,19,1/121,-,4.09,5,-,-551,822,1,2,1/274,-,3.24,22,2.0,-193,"2,128",6,9,1/142,-,4.15,17,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-03,火,いいえ,"+3,312","6,323",35,22,1/111,-,4.45,10,2.0,+812,"3,673",17,10,1/136,-,3.23,26,3.0,-46,"1,608",6,4,1/161,-,3.19,19,9.0,+457,"2,732",13,5,1/152,-,2.59,8,-,-241,"1,352",4,4,1/169,-,3.41,35,9.0,"+2,711","6,832",32,30,1/110,-,5.17,10,2.0,-197,"1,684",5,6,1/153,-,3.71,8,-,+173,"2,532",9,10,1/133,-,4.13,23,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-02,月,はい,-176,"1,715",6,4,1/172,-,3.07,37,1.0,"-1,375","3,182",6,10,1/199,-,3.34,39,2.0,+550,"4,048",17,12,1/140,-,3.43,12,1.0,"+2,136","3,930",25,6,1/127,-,2.22,7,-,+16,"2,630",10,7,1/155,-,3.17,16,4.0,"+3,631","6,797",37,26,1/108,-,4.85,16,4.0,+103,780,3,3,1/130,-,3.70,11,4.0,-891,"5,812",19,14,1/176,-,2.44,36,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-03-01,日,いいえ,+441,"4,763",20,12,1/149,-,2.84,46,16.0,-547,"4,424",16,8,1/184,-,2.09,30,1.0,"+2,844","7,556",36,30,1/114,-,4.96,20,11.0,-773,"1,790",4,4,1/224,-,2.92,24,4.0,-261,"3,386",11,11,1/154,-,3.61,27,3.0,-201,"7,453",25,26,1/146,-,4.12,55,9.0,"+2,581","7,950",38,27,1/122,-,4.31,9,-,+806,"4,525",18,18,1/126,-,4.54,29,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-28,土,いいえ,-396,"1,816",6,3,1/202,-,2.67,59,2.0,"+3,412","8,544",38,43,1/105,-,5.44,20,5.0,-590,"3,400",9,13,1/155,-,4.08,57,3.0,-97,"2,563",10,5,1/171,-,2.65,8,-,-866,"6,031",19,17,1/168,-,2.97,36,16.0,-479,"2,315",5,11,1/145,-,4.44,54,4.0,"-1,068","3,523",10,7,1/207,-,2.34,15,7.0,+705,"5,154",21,17,1/136,-,3.86,50,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-27,金,いいえ,+32,"6,156",22,20,1/147,-,3.73,57,2.0,-484,687,1,1,1/344,-,3.06,38,10.0,-119,"3,863",15,8,1/168,-,2.45,62,5.0,-867,"1,082",1,2,1/361,-,2.94,5,4.0,-185,"2,636",10,5,1/176,-,2.58,28,23.0,-334,"3,655",12,11,1/159,-,3.36,55,17.0,+720,"5,044",19,21,1/126,-,4.74,1,-,-436,856,2,1,1/285,-,2.91,88,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-26,木,いいえ,-528,"3,974",12,13,1/159,-,3.62,88,13.0,-614,"1,419",4,1,1/284,-,2.43,37,11.0,-778,"3,076",9,7,1/192,-,2.68,59,22.0,+531,"1,678",9,3,1/140,-,2.91,3,-,-426,639,1,1,1/320,-,3.12,26,4.0,+278,"4,144",16,13,1/143,-,3.59,22,14.0,-212,175,0,0,-,-,3.29,8,5.0,-43,"1,734",7,3,1/173,-,2.78,75,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-25,水,はい,-487,"3,204",10,9,1/169,-,3.17,87,11.0,-528,"1,220",3,2,1/244,-,2.87,24,22.0,-349,"6,244",19,25,1/142,-,4.64,41,17.0,+356,"1,645",7,6,1/127,-,3.83,2,-,+502,"6,137",23,22,1/136,-,4.26,24,22.0,-96,"2,802",10,8,1/156,-,3.29,46,5.0,+696,"1,830",10,4,1/131,-,3.10,2,-,"-1,068","4,357",14,7,1/207,-,1.93,76,30.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-24,火,いいえ,-147,"4,126",15,11,1/159,-,2.99,88,23.0,-262,"3,116",12,5,1/183,-,2.25,14,9.0,+65,"1,308",5,4,1/145,-,3.50,41,4.0,+68,"2,108",10,1,1/192,-,2.07,3,-,"+1,207","4,261",21,11,1/133,-,3.07,37,1.0,-728,"5,806",20,13,1/176,-,2.26,36,22.0,-857,"1,203",2,1,1/401,-,2.56,5,2.0,-335,564,1,1,1/282,-,3.21,65,24.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-23,月,いいえ,"-1,352","5,230",14,15,1/180,-,3.01,94,18.0,-560,"4,258",14,11,1/170,-,2.83,11,6.0,"-1,022","1,835",4,2,1/306,-,2.33,60,1.0,+375,"4,144",16,14,1/138,-,3.87,11,6.0,+70,"3,388",15,4,1/178,-,1.97,59,34.0,-242,"3,211",11,9,1/161,-,3.19,25,14.0,+975,"7,811",26,40,1/118,-,5.38,5,-,-602,"3,219",10,8,1/179,-,2.86,76,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-22,日,はい,"-1,012","4,262",13,9,1/194,-,2.32,95,5.0,"+1,328","6,308",29,17,1/137,-,3.04,7,-,+270,"5,033",21,11,1/157,-,2.40,50,32.0,"+2,444","6,927",36,18,1/128,-,2.98,11,2.0,"-1,431","5,920",17,15,1/185,-,2.52,90,33.0,-635,"2,878",9,6,1/192,-,2.60,18,7.0,"+2,795","8,347",35,42,1/108,-,5.43,9,2.0,-792,"5,168",14,20,1/152,-,4.34,57,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
